id,domain,taskId,topic,question,answerA,answerB,answerC,answerD,correctAnswer,answerIndex,rationale,difficulty,source,chapter,sourceItemId,status,coachBob,release,questionType,cognitiveLevel,studyRedirect,sourceUrl,integrationRelease,integrationDecision,appAction,contentHash,userApprovedForStaging,approvalRelease,priorStatus,reviewNotes
RPSGT-B2-M106,3,3C,Hypnogram,What does a hypnogram display?,Oxygen flow through tubing only,Sleep stage progression across the recording period,Mask size over time,Electrode impedance as a final diagnosis,B,1,A hypnogram is a graphical display of sleep stages across time.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M106,Live,A hypnogram is the night's sleep map.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 3C: graphic summaries.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M107,3,3C,Titration table,What does a PAP titration table help summarize?,Only the patient’s meal history,Only electrode paste amount,"Pressure levels, sleep stage/body position, respiratory events, leak, and oxygenation response",Only room light color,C,2,Titration tables summarize response to therapy settings and relevant sleep/respiratory context.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M107,Live,Titration tables tell what happened at each pressure.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 3C/4A: titration table review.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M108,3,3C,Report verification,What is a key part of verifying a sleep-study report?,Deleting inconvenient data,Changing results to match expectations,Ignoring technical limitations,"Checking that scored data, calculations, summaries, and notes are consistent",D,3,Report verification checks accuracy and consistency before final review.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M108,Live,"Trust, but verify the math and the story.",v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 3C: report verification.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M109,3,3C,REI,What does REI commonly represent in HSAT reporting?,"Respiratory event index based on recording/monitoring time, depending on system definition",REM eye index only,Respiratory effort impedance only,Room equipment inventory,A,0,HSAT often uses REI because full sleep time may not be measured.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M109,Live,"HSAT indices may use recording time, not scored sleep time. Know the denominator.",v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 3C/2B: HSAT reporting indices.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M110,4,4A,CPAP,What does CPAP provide?,Separate fixed inspiratory and expiratory pressures,One continuous positive airway pressure level,Only supplemental oxygen,No pressure during exhalation,B,1,CPAP maintains a single set pressure throughout the breathing cycle.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M110,Live,CPAP is one pressure. Keep the basics clean.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: CPAP basics.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M111,4,4A,BPAP,What does bilevel PAP provide?,No pressure support,Only room air without pressure,A higher inspiratory pressure and lower expiratory pressure,Only leg movement monitoring,C,2,"Bilevel PAP uses IPAP and EPAP, creating pressure support.",Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M111,Live,"Bilevel means two levels: breathe in higher, breathe out lower.",v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: bilevel PAP basics.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M112,4,4A,Pressure support,How is pressure support calculated in bilevel PAP?,EPAP plus leak,CPAP minus oxygen flow,AHI divided by REM latency,IPAP minus EPAP,D,3,Pressure support is the difference between inspiratory and expiratory pressures.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M112,Live,Pressure support is the gap between IPAP and EPAP.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: pressure support.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M113,4,4A,EPAP,Which PAP setting is most directly used to splint the upper airway against obstructive events in bilevel therapy?,EPAP,Pulse rate,Room temperature,Left EOG filter,A,0,EPAP helps maintain airway patency during exhalation and supports obstruction control.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M113,Live,EPAP holds the airway open. IPAP adds inspiratory support.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: IPAP/EPAP roles.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M114,4,4A,IPAP,Which bilevel setting most directly increases inspiratory assistance?,Body position sensor,IPAP,Oximeter averaging time only,Room light dimmer,B,1,IPAP is the inspiratory positive airway pressure.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M114,Live,IPAP helps on the breath in.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: IPAP role.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M115,4,4A,APAP,What is APAP designed to do?,Score EEG sleep stages manually,Deliver oxygen without pressure,Automatically adjust pressure within a prescribed range in response to detected breathing patterns,Replace all follow-up care,C,2,APAP changes pressure within settings based on device algorithms.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M115,Live,Auto-adjusting does not mean no clinical oversight.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: APAP basics.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M116,4,4A,ASV,ASV is most associated with treatment of which type of breathing problem?,Simple snoring only without events,Restless legs syndrome only,Insomnia without breathing disorder,Central breathing instability or certain central/complex sleep apnea patterns when appropriate,D,3,"ASV is an advanced PAP mode used for selected central breathing patterns, with contraindication awareness.",Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M116,Live,ASV is not a casual switch. Know the indication and safety limits.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: ASV indications and contraindications.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M117,4,4A,NIPPV,What does NIPPV generally provide?,Noninvasive ventilatory support through an interface,A surgical airway,Only a sleep diary,A leg EMG amplifier,A,0,NIPPV supports ventilation without an invasive airway.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M117,Live,Ventilation support is different from just splinting the airway.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: NIPPV concepts.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M118,4,4A,Interface fit,Which problem is most commonly caused by an overly loose or displaced PAP mask?,Improved impedance,Excessive leak,Guaranteed REM sleep,A perfectly scored ECG,B,1,A loose or displaced mask increases leak and may reduce effective therapy.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M118,Live,Leaks are often fit problems before they are pressure problems.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: interface leak.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M119,4,4A,Mouth leak,"Which interface or accessory may help some nasal-mask users with mouth leak, depending on protocol and patient needs?",Leg EMG electrode,Thermistor replacement only,Chin strap or change in interface style,Turning off airflow,C,2,"Mouth leak with nasal interfaces may be addressed with fit coaching, chin strap, humidification, or interface change per protocol.",Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M119,Live,Do not ignore mouth leak. It can wreck therapy data.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: mouth leak troubleshooting.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M120,4,4A,Humidification,What is the main purpose of PAP humidification?,Score sleep stages,Increase electrode impedance,Replace pressure adjustment,Improve comfort by reducing dryness or irritation from airflow,D,3,Humidification helps with PAP comfort and mucosal dryness.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M120,Live,Comfort helps adherence.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: humidification.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M121,4,4A,Pressure relief,What is expiratory pressure relief intended to improve?,Comfort during exhalation for selected PAP users,Pulse oximeter accuracy,Leg EMG scoring,Sleep-spindle generation,A,0,Pressure-relief features reduce exhalation discomfort in some devices/settings.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M121,Live,"If the patient cannot breathe out comfortably, adherence suffers.",v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: pressure relief.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M122,4,4A,Acclimation,What is PAP acclimation?,Final scoring of REM sleep,Allowing the patient to try and adjust to mask and pressure before or during the study,Disinfection of sensors,A type of ECG rhythm,B,1,Acclimation can reduce anxiety and improve tolerance.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M122,Live,Let them meet the mask before expecting them to sleep with it.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: acclimation.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M123,4,4A,Adult titration,"During PAP titration, what type of events are commonly targeted by pressure increases according to protocol?",Electrode impedance only,Room noise,"Obstructive respiratory events, snoring, or flow-limitation/RERA patterns",Favorite sleep position,C,2,PAP pressure adjustments are made to control obstructive breathing patterns per protocol.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M123,Live,Pressure treats obstruction. First prove obstruction.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: PAP titration targets.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M124,4,4A,Pediatric titration,Why should pediatric PAP titration be handled with pediatric-specific guidance?,Children never use PAP,Pediatric pressures are chosen randomly,Pediatric studies require no caregiver awareness,"Children have age-specific tolerance, physiology, and titration considerations",D,3,Pediatric PAP requires age-appropriate setup and titration practice.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M124,Live,Again: children are not little adults.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: pediatric PAP guidance.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M125,4,4A,Central events on PAP,"If obstructive events resolve but central apneas appear during PAP, what concept should the technologist recognize?",Treatment-emergent or central breathing events may require different evaluation and protocol-based response,More CPAP is always the only answer,The oximeter must be removed,The study must always be deleted,A,0,Central events after obstruction improves should not be treated as simple persistent obstruction.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M125,Live,Do not chase central events with blind pressure increases.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: central events during PAP.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
RPSGT-B2-M126,4,4A,Leak before pressure,Why should leak be assessed before increasing PAP pressure for persistent events?,Leak has no effect on therapy,Excessive leak can reduce effective therapy and distort event detection,Leak always means REM sleep,Leak is only a billing issue,B,1,High leak can interfere with delivered pressure and device/event accuracy.,Exam,BRPT blueprint + sleep technology core references,,RPSGT-B2-M126,Live,Check leak before blaming pressure.,v8.7.15-test-bank-expansion,Memory/Mastery,Recall/Recognition,Review Domain 4A: leak troubleshooting.,https://brpt.org/rpsgt/exam-blueprint/,v8.7.15-rpsgtv2-live-staging,USER_APPROVED_LIVE_FOR_STAGING,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,,True,,,
